STATUS,DATA,IDADE,GALPAO,LOTE,PROPRIETARIO,PRODUTIVIDADE REAL,PRODUTIVIDADE PADRAO,CONSUMO REAL,CONSUMO PADRAO,VIABILIDADE REAL,VIABILIDADE PADRAO,PESO REAL,PESO PADRAO
INATIVO,15/10/2023,61,04,CA082022,Carlos,87.66%,89.60%,0.111,0.115,88.19%,95.80%,0.000,0.000
INATIVO,15/10/2023,78,05,CA042022,Carlos,93.04%,84.80%,0.126,0.110,93.70%,94.90%,0.000,0.000
INATIVO,15/10/2023,111,01,AL092021,Alex,9.69%,77.30%,0.022,0.115,71.86%,92.00%,0.000,0.000
INATIVO,14/10/2023,44,03,CA122022,Carlos,79.89%,95.30%,0.118,0.110,93.22%,97.70%,0.000,0.000
INATIVO,14/10/2023,61,04,CA082022,Carlos,83.67%,89.60%,0.122,0.115,88.24%,95.80%,0.000,0.000
INATIVO,14/10/2023,78,05,CA042022,Carlos,89.34%,84.80%,0.115,0.110,93.77%,94.90%,0.000,0.000
INATIVO,14/10/2023,111,01,AL092021,Alex,8.62%,77.30%,0.011,0.115,71.86%,92.00%,0.000,0.000
INATIVO,13/10/2023,44,03,CA122022,Carlos,98.25%,95.30%,0.118,0.110,93.22%,97.70%,0.000,0.000
INATIVO,13/10/2023,61,04,CA082022,Carlos,89.25%,89.60%,0.111,0.115,88.24%,95.80%,0.000,0.000
INATIVO,13/10/2023,77,05,CA042022,Carlos,94.23%,85.20%,0.125,0.110,93.80%,95.00%,0.000,0.000
INATIVO,13/10/2023,111,01,AL092021,Alex,20.50%,77.30%,0.011,0.115,71.94%,92.00%,0.000,0.000
INATIVO,12/10/2023,43,03,CA122022,Carlos,90.73%,95.40%,0.109,0.110,93.24%,97.80%,0.000,0.000
INATIVO,12/10/2023,60,04,CA082022,Carlos,82.42%,89.90%,0.111,0.115,88.26%,95.90%,0.000,0.000
INATIVO,12/10/2023,77,05,CA042022,Carlos,90.31%,85.20%,0.125,0.110,93.80%,95.00%,0.000,0.000
INATIVO,12/10/2023,111,01,AL092021,Alex,14.35%,77.30%,0.033,0.115,72.00%,92.00%,0.000,0.000
INATIVO,11/10/2023,43,03,CA122022,Carlos,94.45%,95.40%,0.118,0.110,93.25%,97.80%,0.000,0.000
INATIVO,11/10/2023,60,04,CA082022,Carlos,86.13%,89.90%,0.111,0.115,88.33%,95.90%,0.000,0.000
INATIVO,11/10/2023,77,05,CA042022,Carlos,92.30%,85.20%,0.136,0.110,93.85%,95.00%,0.000,0.000
INATIVO,11/10/2023,111,01,AL092021,Alex,19.72%,77.30%,0.033,0.115,72.00%,92.00%,0.000,0.000
INATIVO,10/10/2023,43,03,CA122022,Carlos,94.98%,95.40%,0.118,0.110,93.29%,97.80%,0.000,0.000
INATIVO,10/10/2023,60,04,CA082022,Carlos,91.48%,89.90%,0.133,0.115,88.36%,95.90%,0.000,0.000
INATIVO,10/10/2023,77,05,CA042022,Carlos,94.20%,85.20%,0.115,0.110,93.85%,95.00%,0.000,0.000
INATIVO,10/10/2023,110,01,AL092021,Alex,18.79%,77.30%,0.033,0.115,72.02%,92.00%,0.000,0.000
INATIVO,09/10/2023,43,03,CA122022,Carlos,99.73%,95.40%,0.109,0.110,93.29%,97.80%,0.000,0.000
INATIVO,09/10/2023,60,04,CA082022,Carlos,115.89%,89.90%,0.111,0.115,88.41%,95.90%,0.000,0.000
INATIVO,09/10/2023,77,05,CA042022,Carlos,94.80%,85.20%,0.115,0.110,93.87%,95.00%,0.000,0.000
INATIVO,09/10/2023,110,01,AL092021,Alex,20.63%,77.30%,0.044,0.115,72.06%,92.00%,0.000,0.000
INATIVO,08/10/2023,43,03,CA122022,Carlos,99.73%,95.40%,0.109,0.110,93.29%,97.80%,0.000,0.000
INATIVO,08/10/2023,60,04,CA082022,Carlos,115.89%,89.90%,0.100,0.115,88.41%,95.90%,0.000,0.000
INATIVO,08/10/2023,77,05,CA042022,Carlos,94.80%,85.20%,0.115,0.110,93.87%,95.00%,0.000,0.000
INATIVO,08/10/2023,110,01,AL092021,Alex,20.63%,77.30%,0.033,0.115,72.06%,92.00%,0.000,0.000
INATIVO,07/10/2023,43,03,CA122022,Carlos,83.75%,95.40%,0.118,0.110,93.39%,97.80%,0.000,0.000
INATIVO,07/10/2023,60,04,CA082022,Carlos,33.31%,89.90%,0.122,0.115,88.50%,95.90%,0.000,0.000
INATIVO,07/10/2023,77,05,CA042022,Carlos,88.12%,85.20%,0.125,0.110,93.90%,95.00%,0.000,0.000
INATIVO,07/10/2023,110,01,AL092021,Alex,16.10%,77.30%,0.033,0.115,72.12%,92.00%,0.000,0.000
INATIVO,06/10/2023,43,03,CA122022,Carlos,92.95%,95.40%,0.118,0.110,93.43%,97.80%,0.000,0.000
INATIVO,06/10/2023,60,04,CA082022,Carlos,88.70%,89.90%,0.122,0.115,88.50%,95.90%,0.000,0.000
INATIVO,06/10/2023,76,05,CA042022,Carlos,92.38%,85.60%,0.125,0.110,93.97%,95.00%,1.678,1.691
INATIVO,06/10/2023,110,01,AL092021,Alex,26.18%,77.30%,0.033,0.115,72.14%,92.00%,0.000,0.000
INATIVO,05/10/2023,42,03,CA122022,Carlos,95.76%,95.60%,0.109,0.110,93.43%,97.90%,0.000,0.000
INATIVO,05/10/2023,59,04,CA082022,Carlos,91.94%,90.20%,0.122,0.115,88.50%,96.00%,1.863,1.906
INATIVO,05/10/2023,76,05,CA042022,Carlos,93.64%,85.60%,0.125,0.110,93.97%,95.00%,0.000,0.000
INATIVO,05/10/2023,110,01,AL092021,Alex,31.61%,77.30%,0.054,0.115,72.20%,92.00%,0.000,0.000
INATIVO,04/10/2023,42,03,CA122022,Carlos,97.63%,95.60%,0.117,0.110,93.45%,97.90%,1.588,1.654
INATIVO,04/10/2023,59,04,CA082022,Carlos,94.52%,90.20%,0.122,0.115,88.50%,96.00%,0.000,0.000
INATIVO,04/10/2023,76,05,CA042022,Carlos,94.55%,85.60%,0.115,0.110,93.97%,95.00%,0.000,0.000
INATIVO,04/10/2023,110,01,AL092021,Alex,30.78%,77.30%,0.054,0.115,72.24%,92.00%,0.000,0.000
INATIVO,03/10/2023,42,03,CA122022,Carlos,92.87%,95.60%,0.109,0.110,93.47%,97.90%,0.000,0.000
INATIVO,03/10/2023,59,04,CA082022,Carlos,88.87%,90.20%,0.144,0.115,88.55%,96.00%,0.000,0.000
INATIVO,03/10/2023,76,05,CA042022,Carlos,93.66%,85.60%,0.146,0.110,93.97%,95.00%,0.000,0.000
INATIVO,03/10/2023,109,01,AL092021,Alex,29.90%,77.30%,0.054,0.115,72.27%,92.00%,0.000,0.000
INATIVO,02/10/2023,42,03,CA122022,Carlos,99.10%,95.60%,0.117,0.110,93.51%,97.90%,0.000,0.000
INATIVO,02/10/2023,59,04,CA082022,Carlos,138.54%,90.20%,0.133,0.115,88.58%,96.00%,0.000,0.000
INATIVO,02/10/2023,76,05,CA042022,Carlos,94.99%,85.60%,0.125,0.110,93.97%,95.00%,0.000,0.000
INATIVO,02/10/2023,109,01,AL092021,Alex,33.49%,77.30%,0.054,0.115,72.31%,92.00%,0.000,0.000
INATIVO,01/10/2023,42,03,CA122022,Carlos,99.04%,95.60%,0.126,0.110,93.57%,97.90%,0.000,0.000
INATIVO,01/10/2023,59,04,CA082022,Carlos,138.47%,90.20%,0.133,0.115,88.63%,96.00%,0.000,0.000
INATIVO,01/10/2023,76,05,CA042022,Carlos,94.97%,85.60%,0.125,0.110,94.00%,95.00%,0.000,0.000
INATIVO,01/10/2023,109,01,AL092021,Alex,33.43%,77.30%,0.043,0.115,72.43%,92.00%,0.000,0.000
INATIVO,30/09/2023,42,03,CA122022,Carlos,84.77%,95.60%,0.109,0.110,93.57%,97.90%,0.000,0.000
INATIVO,30/09/2023,59,04,CA082022,Carlos,0.00%,0.00%,0.088,0.115,88.63%,96.00%,0.000,0.000
INATIVO,30/09/2023,76,05,CA042022,Carlos,90.35%,85.60%,0.125,0.110,94.00%,95.00%,0.000,0.000
INATIVO,30/09/2023,109,01,AL092021,Alex,27.88%,77.30%,0.043,0.115,72.43%,92.00%,0.000,0.000
INATIVO,29/09/2023,42,03,CA122022,Carlos,94.80%,95.60%,0.126,0.110,93.57%,97.90%,0.000,0.000
INATIVO,29/09/2023,59,04,CA082022,Carlos,91.95%,90.20%,0.133,0.115,88.63%,96.00%,0.000,0.000
INATIVO,29/09/2023,75,05,CA042022,Carlos,94.08%,86.00%,0.115,0.110,94.00%,95.10%,0.000,0.000
INATIVO,29/09/2023,109,01,AL092021,Alex,39.06%,77.30%,0.022,0.115,72.43%,92.00%,0.000,0.000
INATIVO,28/09/2023,41,03,CA122022,Carlos,93.44%,95.80%,0.126,0.110,93.57%,98.00%,0.000,0.000
INATIVO,28/09/2023,58,04,CA082022,Carlos,91.15%,90.50%,0.122,0.115,88.65%,96.10%,0.000,0.000
INATIVO,28/09/2023,75,05,CA042022,Carlos,93.79%,86.00%,0.125,0.110,94.00%,95.10%,0.000,0.000
INATIVO,28/09/2023,109,01,AL092021,Alex,52.08%,77.30%,0.076,0.115,72.47%,92.00%,0.000,0.000
INATIVO,27/09/2023,41,03,CA122022,Carlos,93.48%,95.80%,0.101,0.110,93.57%,98.00%,0.000,0.000
INATIVO,27/09/2023,58,04,CA082022,Carlos,89.47%,90.50%,0.122,0.115,88.68%,96.10%,0.000,0.000
INATIVO,27/09/2023,75,05,CA042022,Carlos,94.50%,86.00%,0.125,0.110,94.02%,95.10%,0.000,0.000
INATIVO,27/09/2023,109,01,AL092021,Alex,52.28%,77.30%,0.086,0.115,72.57%,92.00%,0.000,0.000
INATIVO,26/09/2023,41,03,CA122022,Carlos,93.34%,95.80%,0.134,0.110,93.63%,98.00%,0.000,0.000
INATIVO,26/09/2023,58,04,CA082022,Carlos,90.14%,90.50%,0.133,0.115,88.73%,96.10%,0.000,0.000
INATIVO,26/09/2023,75,05,CA042022,Carlos,92.88%,86.00%,0.136,0.110,94.02%,95.10%,0.000,0.000
INATIVO,26/09/2023,108,01,AL092021,Alex,52.07%,77.30%,0.086,0.115,72.61%,92.00%,0.000,0.000
INATIVO,25/09/2023,41,03,CA122022,Carlos,115.98%,95.80%,0.109,0.110,93.65%,98.00%,0.000,0.000
INATIVO,25/09/2023,58,04,CA082022,Carlos,105.74%,90.50%,0.122,0.115,88.75%,96.10%,0.000,0.000
INATIVO,25/09/2023,75,05,CA042022,Carlos,94.84%,86.00%,0.125,0.110,94.02%,95.10%,0.000,0.000
INATIVO,25/09/2023,108,01,AL092021,Alex,55.30%,77.30%,0.086,0.115,72.65%,92.00%,0.000,0.000
INATIVO,24/09/2023,41,03,CA122022,Carlos,115.98%,95.80%,0.109,0.110,93.65%,98.00%,0.000,0.000
INATIVO,24/09/2023,58,04,CA082022,Carlos,105.74%,90.50%,0.133,0.115,88.75%,96.10%,0.000,0.000
INATIVO,24/09/2023,75,05,CA042022,Carlos,94.84%,86.00%,0.136,0.110,94.02%,95.10%,0.000,0.000
INATIVO,24/09/2023,108,01,AL092021,Alex,55.30%,77.30%,0.076,0.115,72.65%,92.00%,0.000,0.000
INATIVO,23/09/2023,41,03,CA122022,Carlos,49.04%,95.80%,0.117,0.110,93.69%,98.00%,0.000,0.000
INATIVO,23/09/2023,58,04,CA082022,Carlos,58.03%,90.50%,0.121,0.115,88.77%,96.10%,0.000,0.000
INATIVO,23/09/2023,75,05,CA042022,Carlos,90.80%,86.00%,0.115,0.110,94.04%,95.10%,0.000,0.000
INATIVO,23/09/2023,108,01,AL092021,Alex,48.07%,77.30%,0.086,0.115,72.76%,92.00%,0.000,0.000
INATIVO,22/09/2023,41,03,CA122022,Carlos,95.12%,95.80%,0.134,0.110,93.69%,98.00%,0.000,0.000
INATIVO,22/09/2023,58,04,CA082022,Carlos,90.92%,90.50%,0.144,0.115,88.77%,96.10%,0.000,0.000
INATIVO,22/09/2023,74,05,CA042022,Carlos,93.07%,86.30%,0.136,0.110,94.04%,95.20%,0.000,0.000
INATIVO,22/09/2023,108,01,AL092021,Alex,57.99%,77.30%,0.097,0.115,72.76%,92.00%,0.000,0.000
INATIVO,21/09/2023,40,03,CA122022,Carlos,92.11%,96.00%,0.100,0.110,93.69%,98.10%,0.000,0.000
INATIVO,21/09/2023,57,04,CA082022,Carlos,90.94%,90.80%,0.133,0.115,88.77%,96.20%,0.000,0.000
INATIVO,21/09/2023,74,05,CA042022,Carlos,92.94%,86.30%,0.136,0.110,94.04%,95.20%,0.000,0.000
INATIVO,21/09/2023,108,01,AL092021,Alex,64.03%,77.30%,0.086,0.115,72.82%,92.00%,0.000,0.000
INATIVO,20/09/2023,40,03,CA122022,Carlos,90.77%,96.00%,0.134,0.110,93.69%,98.10%,0.000,0.000
INATIVO,20/09/2023,57,04,CA082022,Carlos,88.52%,90.80%,0.110,0.115,88.80%,96.20%,0.000,0.000
INATIVO,20/09/2023,74,05,CA042022,Carlos,92.18%,86.30%,0.094,0.110,94.07%,95.20%,0.000,0.000
INATIVO,20/09/2023,108,01,AL092021,Alex,67.20%,77.30%,0.097,0.115,72.92%,92.00%,0.000,0.000
INATIVO,19/09/2023,40,03,CA122022,Carlos,92.68%,96.00%,0.117,0.110,93.71%,98.10%,0.000,0.000
INATIVO,19/09/2023,57,04,CA082022,Carlos,90.89%,90.80%,0.110,0.115,88.82%,96.20%,0.000,0.000
INATIVO,19/09/2023,74,05,CA042022,Carlos,92.21%,86.30%,0.125,0.110,94.07%,95.20%,0.000,0.000
INATIVO,19/09/2023,107,01,AL092021,Alex,68.10%,77.30%,0.097,0.115,72.96%,92.00%,0.000,0.000
INATIVO,18/09/2023,40,03,CA122022,Carlos,93.58%,96.00%,0.117,0.110,93.75%,98.10%,0.000,0.000
INATIVO,18/09/2023,57,04,CA082022,Carlos,89.79%,90.80%,0.132,0.115,88.82%,96.20%,0.000,0.000
INATIVO,18/09/2023,74,05,CA042022,Carlos,93.49%,86.30%,0.125,0.110,94.07%,95.20%,0.000,0.000
INATIVO,18/09/2023,107,01,AL092021,Alex,68.38%,77.30%,0.118,0.115,73.04%,92.00%,0.000,0.000
INATIVO,17/09/2023,40,03,CA122022,Carlos,93.58%,96.00%,0.117,0.110,93.75%,98.10%,0.000,0.000
INATIVO,17/09/2023,57,04,CA082022,Carlos,89.79%,90.80%,0.132,0.115,88.82%,96.20%,0.000,0.000
INATIVO,17/09/2023,74,05,CA042022,Carlos,93.49%,86.30%,0.115,0.110,94.07%,95.20%,0.000,0.000
INATIVO,17/09/2023,107,01,AL092021,Alex,68.38%,77.30%,0.107,0.115,73.04%,92.00%,0.000,0.000
INATIVO,16/09/2023,40,03,CA122022,Carlos,85.11%,96.00%,0.109,0.110,93.75%,98.10%,0.000,0.000
INATIVO,16/09/2023,57,04,CA082022,Carlos,86.07%,90.80%,0.099,0.115,88.82%,96.20%,0.000,0.000
INATIVO,16/09/2023,74,05,CA042022,Carlos,89.84%,86.30%,0.104,0.110,94.07%,95.20%,0.000,0.000
INATIVO,16/09/2023,107,01,AL092021,Alex,62.90%,77.30%,0.107,0.115,73.04%,92.00%,0.000,0.000
INATIVO,15/09/2023,40,03,CA122022,Carlos,90.61%,96.00%,0.134,0.110,93.78%,98.10%,0.000,0.000
INATIVO,15/09/2023,57,04,CA082022,Carlos,89.74%,90.80%,0.121,0.115,88.87%,96.20%,0.000,0.000
INATIVO,15/09/2023,73,05,CA042022,Carlos,93.54%,86.80%,0.125,0.110,94.07%,95.30%,0.000,0.000
INATIVO,15/09/2023,107,01,AL092021,Alex,65.41%,77.30%,0.107,0.115,73.08%,92.00%,0.000,0.000
INATIVO,14/09/2023,39,03,CA122022,Carlos,88.13%,96.20%,0.109,0.110,93.82%,98.20%,0.000,0.000
INATIVO,14/09/2023,56,04,CA082022,Carlos,88.45%,91.10%,0.110,0.115,88.92%,96.30%,0.000,0.000
INATIVO,14/09/2023,73,05,CA042022,Carlos,92.81%,86.80%,0.115,0.110,94.12%,95.30%,0.000,0.000
INATIVO,14/09/2023,107,01,AL092021,Alex,69.61%,77.30%,0.097,0.115,73.10%,92.00%,0.000,0.000
INATIVO,13/09/2023,39,03,CA122022,Carlos,89.95%,96.20%,0.117,0.110,93.82%,98.20%,0.000,0.000
INATIVO,13/09/2023,56,04,CA082022,Carlos,87.38%,91.10%,0.121,0.115,88.97%,96.30%,0.000,0.000
INATIVO,13/09/2023,73,05,CA042022,Carlos,92.08%,86.80%,0.115,0.110,94.12%,95.30%,0.000,0.000
INATIVO,13/09/2023,107,01,AL092021,Alex,72.83%,77.30%,0.129,0.115,73.10%,92.00%,0.000,0.000
INATIVO,12/09/2023,39,03,CA122022,Carlos,88.84%,96.20%,0.117,0.110,93.82%,98.20%,0.000,0.000
INATIVO,12/09/2023,56,04,CA082022,Carlos,85.05%,91.10%,0.121,0.115,89.02%,96.30%,0.000,0.000
INATIVO,12/09/2023,73,05,CA042022,Carlos,93.78%,86.80%,0.125,0.110,94.14%,95.30%,0.000,0.000
INATIVO,12/09/2023,106,01,AL092021,Alex,71.97%,77.30%,0.107,0.115,73.18%,92.00%,0.000,0.000
INATIVO,11/09/2023,39,03,CA122022,Carlos,94.69%,96.20%,0.125,0.110,93.82%,98.20%,0.000,0.000
INATIVO,11/09/2023,56,04,CA082022,Carlos,90.78%,91.10%,0.121,0.115,89.02%,96.30%,0.000,0.000
INATIVO,11/09/2023,73,05,CA042022,Carlos,93.96%,86.80%,0.104,0.110,94.17%,95.30%,0.000,0.000
INATIVO,11/09/2023,106,01,AL092021,Alex,76.15%,77.30%,0.118,0.115,73.18%,92.00%,0.000,0.000
INATIVO,10/09/2023,39,03,CA122022,Carlos,94.69%,96.20%,0.125,0.110,93.82%,98.20%,0.000,0.000
INATIVO,10/09/2023,56,04,CA082022,Carlos,90.78%,91.10%,0.121,0.115,89.02%,96.30%,0.000,0.000
INATIVO,10/09/2023,73,05,CA042022,Carlos,93.96%,86.80%,0.115,0.110,94.17%,95.30%,0.000,0.000
INATIVO,10/09/2023,106,01,AL092021,Alex,76.15%,77.30%,0.129,0.115,73.18%,92.00%,0.000,0.000
INATIVO,09/09/2023,39,03,CA122022,Carlos,76.79%,96.20%,0.092,0.110,93.84%,98.20%,0.000,0.000
INATIVO,09/09/2023,56,04,CA082022,Carlos,79.35%,91.10%,0.110,0.115,89.02%,96.30%,0.000,0.000
INATIVO,09/09/2023,73,05,CA042022,Carlos,88.78%,86.80%,0.125,0.110,94.19%,95.30%,0.000,0.000
INATIVO,09/09/2023,106,01,AL092021,Alex,65.05%,77.30%,0.107,0.115,73.37%,92.00%,0.000,0.000
INATIVO,08/09/2023,39,03,CA122022,Carlos,102.57%,96.20%,0.109,0.110,93.84%,98.20%,0.000,0.000
INATIVO,08/09/2023,56,04,CA082022,Carlos,94.93%,91.10%,0.121,0.115,89.02%,96.30%,0.000,0.000
INATIVO,08/09/2023,72,05,CA042022,Carlos,100.57%,87.20%,0.135,0.110,94.19%,95.40%,0.000,0.000
INATIVO,08/09/2023,106,01,AL092021,Alex,78.15%,77.30%,0.107,0.115,73.41%,92.00%,0.000,0.000
INATIVO,07/09/2023,38,03,CA122022,Carlos,75.64%,96.30%,0.109,0.110,93.84%,98.20%,0.000,0.000
INATIVO,07/09/2023,55,04,CA082022,Carlos,73.27%,91.30%,0.110,0.115,89.04%,96.40%,0.000,0.000
INATIVO,07/09/2023,72,05,CA042022,Carlos,83.45%,87.20%,0.104,0.110,94.19%,95.40%,0.000,0.000
INATIVO,07/09/2023,106,01,AL092021,Alex,62.83%,77.30%,0.117,0.115,73.43%,92.00%,0.000,0.000
INATIVO,06/09/2023,38,03,CA122022,Carlos,89.33%,96.30%,0.117,0.110,93.86%,98.20%,0.000,0.000
INATIVO,06/09/2023,55,04,CA082022,Carlos,87.31%,91.30%,0.110,0.115,89.04%,96.40%,0.000,0.000
INATIVO,06/09/2023,72,05,CA042022,Carlos,93.57%,87.20%,0.125,0.110,94.22%,95.40%,0.000,0.000
INATIVO,06/09/2023,106,01,AL092021,Alex,71.70%,77.30%,0.128,0.115,73.57%,92.00%,0.000,0.000
INATIVO,05/09/2023,38,03,CA122022,Carlos,89.41%,96.30%,0.100,0.110,93.86%,98.20%,0.000,0.000
INATIVO,05/09/2023,55,04,CA082022,Carlos,84.81%,91.30%,0.121,0.115,89.07%,96.40%,0.000,0.000
INATIVO,05/09/2023,72,05,CA042022,Carlos,91.89%,87.20%,0.125,0.110,94.24%,95.40%,0.000,0.000
INATIVO,05/09/2023,105,01,AL092021,Alex,71.50%,77.30%,0.096,0.115,73.61%,92.00%,0.000,0.000
INATIVO,04/09/2023,38,03,CA122022,Carlos,94.54%,96.30%,0.117,0.110,94.16%,98.20%,0.000,0.000
INATIVO,04/09/2023,55,04,CA082022,Carlos,90.16%,91.30%,0.110,0.115,89.19%,96.40%,0.000,0.000
INATIVO,04/09/2023,72,05,CA042022,Carlos,95.31%,87.20%,0.114,0.110,94.53%,95.40%,0.000,0.000
INATIVO,04/09/2023,105,01,AL092021,Alex,77.04%,77.30%,0.106,0.115,73.69%,92.00%,0.000,0.000
INATIVO,03/09/2023,38,03,CA122022,Carlos,94.54%,96.30%,0.108,0.110,94.16%,98.20%,0.000,0.000
INATIVO,03/09/2023,55,04,CA082022,Carlos,90.16%,91.30%,0.110,0.115,89.19%,96.40%,0.000,0.000
INATIVO,03/09/2023,72,05,CA042022,Carlos,95.31%,87.20%,0.114,0.110,94.53%,95.40%,0.000,0.000
INATIVO,03/09/2023,105,01,AL092021,Alex,77.04%,77.30%,0.096,0.115,73.69%,92.00%,0.000,0.000
INATIVO,02/09/2023,38,03,CA122022,Carlos,79.13%,96.30%,0.108,0.110,94.16%,98.20%,0.000,0.000
INATIVO,02/09/2023,55,04,CA082022,Carlos,75.58%,91.30%,0.110,0.115,89.24%,96.40%,0.000,0.000
INATIVO,02/09/2023,72,05,CA042022,Carlos,90.82%,87.20%,0.124,0.110,94.56%,95.40%,0.000,0.000
INATIVO,02/09/2023,105,01,AL092021,Alex,65.12%,77.30%,0.128,0.115,73.71%,92.00%,0.000,0.000
INATIVO,01/09/2023,38,03,CA122022,Carlos,89.71%,96.30%,0.125,0.110,94.18%,98.20%,0.000,0.000
INATIVO,01/09/2023,55,04,CA082022,Carlos,86.28%,91.30%,0.110,0.115,89.31%,96.40%,0.000,0.000
INATIVO,01/09/2023,71,05,CA042022,Carlos,92.35%,87.50%,0.104,0.110,94.56%,95.50%,0.000,0.000
INATIVO,01/09/2023,105,01,AL092021,Alex,73.82%,77.30%,0.096,0.115,73.76%,92.00%,0.000,0.000
INATIVO,31/08/2023,37,03,CA122022,Carlos,88.29%,96.50%,0.108,0.110,94.24%,98.30%,0.000,0.000
INATIVO,31/08/2023,54,04,CA082022,Carlos,83.76%,91.60%,0.110,0.115,89.36%,96.40%,0.000,0.000
INATIVO,31/08/2023,71,05,CA042022,Carlos,92.74%,87.50%,0.135,0.110,94.56%,95.50%,0.000,0.000
INATIVO,31/08/2023,105,01,AL092021,Alex,72.26%,77.30%,0.117,0.115,73.80%,92.00%,0.000,0.000
INATIVO,30/08/2023,37,03,CA122022,Carlos,90.97%,96.50%,0.108,0.110,94.24%,98.30%,0.000,0.000
INATIVO,30/08/2023,54,04,CA082022,Carlos,85.41%,91.60%,0.099,0.115,89.36%,96.40%,0.000,0.000
INATIVO,30/08/2023,71,05,CA042022,Carlos,91.58%,87.50%,0.124,0.110,94.56%,95.50%,0.000,0.000
INATIVO,30/08/2023,105,01,AL092021,Alex,73.93%,77.30%,0.106,0.115,73.94%,92.00%,0.000,0.000
INATIVO,29/08/2023,37,03,CA122022,Carlos,87.12%,96.50%,0.108,0.110,94.24%,98.30%,0.000,0.000
INATIVO,29/08/2023,54,04,CA082022,Carlos,83.08%,91.60%,0.143,0.115,89.36%,96.40%,0.000,0.000
INATIVO,29/08/2023,71,05,CA042022,Carlos,91.81%,87.50%,0.124,0.110,94.56%,95.50%,0.000,0.000
INATIVO,29/08/2023,104,01,AL092021,Alex,71.33%,77.30%,0.106,0.115,74.00%,92.00%,0.000,0.000
INATIVO,28/08/2023,37,03,CA122022,Carlos,92.66%,96.50%,0.108,0.110,94.25%,98.30%,0.000,0.000
INATIVO,28/08/2023,54,04,CA082022,Carlos,88.68%,91.60%,0.110,0.115,89.39%,96.40%,0.000,0.000
INATIVO,28/08/2023,71,05,CA042022,Carlos,93.01%,87.50%,0.114,0.110,94.61%,95.50%,0.000,0.000
INATIVO,28/08/2023,104,01,AL092021,Alex,75.05%,77.30%,0.127,0.115,74.10%,92.00%,0.000,0.000
INATIVO,27/08/2023,37,03,CA122022,Carlos,92.66%,96.50%,0.108,0.110,94.25%,98.30%,0.000,0.000
INATIVO,27/08/2023,54,04,CA082022,Carlos,88.68%,91.60%,0.110,0.115,89.39%,96.40%,0.000,0.000
INATIVO,27/08/2023,71,05,CA042022,Carlos,93.01%,87.50%,0.104,0.110,94.61%,95.50%,0.000,0.000
INATIVO,27/08/2023,104,01,AL092021,Alex,75.05%,77.30%,0.116,0.115,74.10%,92.00%,0.000,0.000
INATIVO,26/08/2023,37,03,CA122022,Carlos,81.09%,96.50%,0.116,0.110,94.37%,98.30%,0.000,0.000
INATIVO,26/08/2023,54,04,CA082022,Carlos,81.10%,91.60%,0.110,0.115,89.46%,96.40%,0.000,0.000
INATIVO,26/08/2023,71,05,CA042022,Carlos,91.11%,87.50%,0.135,0.110,94.61%,95.50%,0.000,0.000
INATIVO,26/08/2023,104,01,AL092021,Alex,66.99%,77.30%,0.106,0.115,74.31%,92.00%,0.000,0.000
INATIVO,25/08/2023,37,03,CA122022,Carlos,89.49%,96.50%,0.091,0.110,94.37%,98.30%,0.000,0.000
INATIVO,25/08/2023,54,04,CA082022,Carlos,85.51%,91.60%,0.110,0.115,89.46%,96.40%,0.000,0.000
INATIVO,25/08/2023,70,05,CA042022,Carlos,90.73%,87.90%,0.114,0.110,94.61%,95.50%,0.000,0.000
INATIVO,25/08/2023,104,01,AL092021,Alex,75.01%,77.30%,0.095,0.115,74.31%,92.00%,0.000,0.000
INATIVO,24/08/2023,36,03,CA122022,Carlos,88.26%,96.60%,0.125,0.110,94.37%,98.40%,0.000,0.000
INATIVO,24/08/2023,53,04,CA082022,Carlos,84.33%,91.90%,0.121,0.115,89.49%,96.50%,0.000,0.000
INATIVO,24/08/2023,70,05,CA042022,Carlos,92.20%,87.90%,0.135,0.110,94.61%,95.50%,1.628,1.685
INATIVO,24/08/2023,104,01,AL092021,Alex,73.60%,77.30%,0.105,0.115,74.35%,92.00%,0.000,0.000
INATIVO,23/08/2023,36,03,CA122022,Carlos,87.56%,96.60%,0.150,0.110,94.39%,98.40%,0.000,0.000
INATIVO,23/08/2023,53,04,CA082022,Carlos,85.98%,91.90%,0.175,0.115,89.53%,96.50%,0.000,0.000
INATIVO,23/08/2023,70,05,CA042022,Carlos,93.86%,87.90%,0.176,0.110,94.61%,95.50%,0.000,0.000
INATIVO,23/08/2023,104,01,AL092021,Alex,75.40%,77.30%,0.127,0.115,74.37%,92.00%,0.000,0.000
INATIVO,22/08/2023,36,03,CA122022,Carlos,87.76%,96.60%,0.091,0.110,94.39%,98.40%,0.000,0.000
INATIVO,22/08/2023,53,04,CA082022,Carlos,85.19%,91.90%,0.077,0.115,89.53%,96.50%,0.000,0.000
INATIVO,22/08/2023,70,05,CA042022,Carlos,91.71%,87.90%,0.073,0.110,94.61%,95.50%,0.000,0.000
INATIVO,22/08/2023,103,01,AL092021,Alex,73.06%,77.30%,0.095,0.115,74.37%,92.00%,0.000,0.000
INATIVO,21/08/2023,36,03,CA122022,Carlos,92.21%,96.60%,0.100,0.110,94.43%,98.40%,0.000,0.000
INATIVO,21/08/2023,53,04,CA082022,Carlos,90.20%,91.90%,0.109,0.115,89.53%,96.50%,1.792,1.894
